,英単語,意味,発音記号
4907,expend, (物・事に)〈時・金・労力など〉‘を’『費やす』、消費する《+『名』+『on』(『in』)+『名』(do『ing』)》,ikspénd
4908,resign, 『辞職する』、辞任する;(…を)辞める《+『from』(『as』)+『名』》 / …‘を’『辞職する』、辞任する、辞める / (…に)〈人〉‘を’任せる、従わせる《+『名』+『to』+『名』(do『ing』)》,rizáin
4909,reject, …‘を’『断る』、『拒絶する』、はねつける / (役に立たないものとして)…‘を’捨てる、取り除く / 断られた人(事),riʤékt
4910,tough, (物が)『じょうぶな』 / (肉などが)『堅い』 / (体が)『屈強な』、じょうぶな、(人が)粘り強い、タフな / (法などが)融通のきかない、(人・意志が)がんこな / 『骨の切れる』、やっかいな / 《米》粗暴な / 《話》不幸な、不運な、つらい / よた者、ごろつき、無法者,tʌ’f
4911,plea, (…に対する)『嘆願』、懇願《+『of』+『名』》 / 《単数形で》『弁解』、言い訳、口実(excuse) / (…の)抗弁、申し立て《+『of』+『名』》,plí:
4912,fragment, (…の)『破片』、断片《+『of』+『名』》 / (特に詩文などの)未完の部分、断章《+『of』+『名』》 / ばらばらになる、砕ける / …‘を’ばらばらに壊す,fræ’gmənt
4913,Wordsworth,ワーズワース(William Words・worth;1770‐1850;英国の詩人),wə’:rdzwə`:rθ
4914,balcony,『バルコニー』、露台 / (劇場の)2階さじき,bæ’lkəni
4915,Nevada, ネバダ州(米国西部の州;州都はCarson City;{略}『Nev.、NV』),nəvæ’də
4916,fork, (食卓用の)『フォーク』 / くま手、またぐわ / (川・道路などの)分岐点;別れ道、分流、分枝 / 〈干し草など〉‘を’くま手でかき上げる(刺す) / (川・道路・枝などが)分岐する / 〈人が〉(左右の)別れ道をとる,fɔ’:rk
4917,flatter, (…について)〈人〉‘に’『おせじをいう』《+『名』〈人〉+『about』(『on』)+『名』(do『ing』)》 / 《しばしば受動態で》〈人〉‘を’喜ばせる、得意がらせる / 〈写真・服などが〉…‘を’実物以上によく見せる,flæ’tər
4918,iniquity, 〈U〉不正、不法;邪悪 / 〈C〉不正行為、悪業,iníkwəti
4919,meditation, 〈U〉深く考えにふけること、沈思黙考;(宗教的)瞑想 / 〈C〉《しばしば複数形で》(ある題目についての)深い論究,mèdətéiʃən
4920,disastrous, 『災害の』、災害によって引き起こされた;悲惨な,dizæ’strəs
4921,stain, (…で)…‘を’『汚す』、‘に’しみをつける《+『名』+『with』+『名』》 / 〈ガラス・木材・布など〉‘に’『着色する』 / (…で)〈人格・名声など〉‘を’汚す、‘に’傷をつける《+『名』+『with』+『名』》 / 汚れる、しみがつく / 〈C〉〈U〉(…についた)『しみ』、汚れ《+『on』+『名』》 / 〈U〉〈C〉着色剤、染料 / 〈C〉(人格・名声などに対する)汚点、傷《+『on』(『upon』)+『名』》,stéin
4922,burial, 『埋葬』、葬式,bériəl
4923,employer, 『雇い主』、雇用者,implɔ’iər
4924,hypothesis, 仮説、仮定、前提,haipɑ’θəsis
4925,steed, (特に乗馬用の)馬,stí:d
4926,width, 〈U〉〈C〉(幅の)『広さ』、幅、横 / 〈C〉一定の幅のもの(織物),wídθ
4927,Sweden, スウェーデン(北欧の王国;首都は Stockholm),swí:dn
4928,transaction, 〈U〉《the ~》(業務などの)『処理』、処置《+of+名》 / 〈C〉業務、商取り引き / 〈C〉《複数形で》(学術協会などの)報告書,trænsæ’kʃən
4929,devout, 信心深い、敬虔(けん)な / 《名詞の前にのみ用いて》心からの、熱心な、誠実な / 《名詞的に》《the~;複数扱い》信心深い人々,diváut
4930,outrage, 〈C〉〈U〉(…に対する)暴行、乱暴(残虐)な行為《+『against』(『on、 upon』)+『名』》 / 〈U〉激怒 / …‘を’激怒させる / …‘に’乱暴を働く、‘を’踏みにじる,áutreiʤ
4931,vary, (…から…に)『変わる』、変化する《+from+名+to+名》 / (…の点で)『互いに異なる』、いろいろである《+in(on)+名》 / …‘を’『変える』、変更する / …‘に’変化をつける、‘を’変化に富ませる,vé(ə)ri
4932,attorney, 《米》=lawyer / 代理人,ətə’:rni
4933,rouse, (眠り・無意所などから)〈人〉‘の’『目を覚まさせる』、‘を’起こす《+『名』〈人〉+『from』(『out of』)+『名』》 / 〈人〉‘を’『奮起させる』、刺激する / 〈感情など〉‘を’刺激する、かき立てる / 《英ではまれ》〈人が〉目を覚ます《+『up』》 / 〈人が〉奮起する、〈感情が〉激する《+『up』》,ráuz
4934,schooner,スクーナー(2本以上のマストの帆船) / ビール用大型コップ,skú:nər
4935,flaming, 燃えている / 光り輝く;燃えるように赤い;焼けつくような / (人が)情熱に燃える;(感情が)熱烈な,fléimiŋ
4936,offend, 《しばしば受動態で》〈人〉‘の’『感情を傷つける』、‘を’恐らせる / 〈感覚など〉‘を’不快感を与える、さわる / 罪を犯す / (法律・規則などに)反する、そむく《+『against』+『名』》,əfénd
4937,sheriff, (州(county)または都市の)『長官』(行政のほか儀式的な仕事もする) / 《米》『保安官』(郡(county)で法の施行権限を持つ首席役人),ʃérif
4938,magnificence, 壮大、壮麗、雄大,mægnífəsns
4939,vent, (気体・液体の出入する)『抜け口』、漏れ口、通風(気)孔 / (鳥・魚などの)肛門 / 《単数形で》(感情の)はけ口 / …‘に’出口(はけ口)を与える / (…に向けて)〈感情など〉‘を’あらわにする、漏らす《+名+on+名》  (上着の背やわきの)裂け目、スリット,vént
4940,accusation, 〈C〉〈U〉(…を)告発(告訴、非難)すること《+『of』+『名』》、告発(非難)されること / 〈C〉(…の)罪状;…罪《+『of』+『名』》,æ`kjuzéiʃən
4941,packet, (小さい)包み;小荷物 / (またpacket boat)(郵便・旅客・貨物などを運ぶ)定期船、郵便船 / 《英俗》大金,pæ’kit
4942,shabby, 『古ぼけた』、みすぼらしい / (人が)『みすぼらしい服装の』 / (人・行いが)『恥ずべき』、さもしい,ʃæ’bi
4943,Dakota,ダコタ(米国中西部の地方で1889年にNorth DakotaとSouth Dakotaに分離;両州をthe Dakotasという),dəkóutə
4944,industrious, 『勤勉な』、骨身を惜しまない,indʌ’striəs
4945,classic,(一つの分野の中で)『規範となる』、典型的な;第1級の / 伝統的な、由緒のある(traditional) / (型・様式などについて)単純で洗練された / 古典の;古典的な(classical) / 〈C〉(一つの分野の中で)『規範』(『模範』)『となる作品』、代表作 / 〈C〉代表的芸術家、古典的作家 / 《the classics》《しばしばC-》古典文学 / 〈C〉伝統的な(由緒ある)行事,klæ’sik
4946,ranch, (米国西部・カナダの)大牧場 / 《米》農場、飼育場 / 牧場を経営する;牧場で働く,ræ’nʧ
4947,cruelly, 『残酷に』、むごたらしく,krú:əli
4948,accuse, (…の罪で)〈人〉’を’『告発する』、告訴する《+『名』〈人〉+『of』+『名』(do『ing』)》 / (…であると)〈人〉’を’『非難する』、責める《+『名』〈人〉+『of』+『名』(do『ing』)》,əkjú:z
4949,sixteenth,『第16の』、16番目の / 16分の1の / 〈U〉《the ~》『第16』、16番目[のもの]、(月の)16日 / 〈C〉16分の1,sìkstí:nθ
4950,solicitation, 懇請、懇願,səlìsətéiʃən
4951,idol, 『偶像』、偶像神 / 『アイドル』、崇拝される人(物),áidl
4952,odds, (ある率で起こる)『可能性』、見込み / (競技などで弱いほうに与えられる)『有利な条件』(handicap) / (勝負などでの)『優勢』[の方]、強み、勝ち目(advantage),ɑ’dz
4953,adversary, 敵(enemy);対抗者,æ’dvərsèri
4954,pie, パイ  =pi,pái
4955,pension, 『年金』、恩給 / 〈人〉‘に’年金(恩給)を与える  (ヨーロッパ大陸の食事つきの)下宿屋;寄宿学校,pénʃən
4956,luxurious, 『ぜいたくな』、豪華な / 快楽にふける、甘美な,lʌgʒú(ə)riəs
4957,choir, 《集合的に》(教会の)『聖歌隊』、(一般に)合唱団 / 《単数形で》教会の聖歌隊席,kwáiər
4958,conqueror,〈C〉征服者、紀利者 / 《the Conqueror》征服王(1066年英国を征扶したNormandy公Willian1世),kɑ’ŋk(ə)rər
4959,irritation, 〈U〉いらだち;立腹、かんしゃく / 〈C〉炎症,ìrətéiʃən
4960,verb, 『動詞』,və’:rb
4961,monkey,『さる』(猿)(普通小さくて尾のあるサル) / 《話》猿に似た顔つきの人(動作をする人);(特に)いたずら小僧 / 《英俗》500ポンド、500ドル / (…を)いじる《+『around with』+『名』》,mʌ’ŋki
4962,acceptable, 受け入れられる、認められる;人に喜ばれる,ækséptəbl
4963,dynasty, (歴代)王朝、王家 / (数世代にわたっての)特権階級に属する人々,dáinəsti
4964,accurately, 正確に、精密に、綿密に,æ’kjəritli
4965,divinity, 〈U〉神であること、神性 / 〈C〉《しばしば『D-》神 / 〈U〉神学,divínəti
4966,signature,『署名』 / 音楽記号(拍子記号・調記号など) / (本の)1ページの大きさに折り畳んだ大きな紙,sígnəʧər
4967,heretofore, 今まで、これまで、以前は,hìrtu:fɔ’:r
4968,hazard, 危険、冒険;(…にとっての)危険物《+『to』+『名』》 / (ゴルフや障害レースの)障害物 / 〈生命・財産など〉‘を’危険にさらす / …‘を’思い切ってする(言う),hæ’zərd
4969,stead, 代わり;役だち.助け,stéd
4970,attire, (…に)…‘に’装わせる、盛装させる《+『名』+『in』+『名』》 / 《文》衣装、服装,ətáiər
4971,fling, 《副詞[句]を伴って》…‘を’『投げる』、ほうり出す / 《副詞[句]を伴って》〈頭・腕・身体など〉‘を’投げかける、投げるように動かす / (ほうり出すように)急に(荒々しく)動く / (…を)『振って投げること』;振り動かすこと《+『of』+『名』》 / (定期間の)したいほうだい、かって気まま / 身ぶりの活発なスコットランドのダンス,flíŋ
4972,marine, 『海の』、海洋の;海産の、海洋に住む / 海事の;航海[用]の;船舶[用]の / 〈U〉《集合的に》(一国の)『船舶』 / 〈C〉『海兵』;《通例M-》『米国海兵隊員』(the Marine Corpsの一員),mərí:n
4973,soothing, 慰める、なだめる、和らげる,sú:ðiŋ
4974,singer, 『歌う人』、(特に本職の)歌手,síŋər
4975,Emerson,エマソン(『Ralph Waldo ~』;1803‐1882;米国の思想家・詩人),émərs(ə)n
4976,antique, (物・形が)古風な、旧式の、時代遅れの(old-fashioned) / 古い時代の、古来の / 〈C〉古物、古器、骨董(こっとう)品 / 《the ~》古代美術、古代様式,æntí:k
4977,orthodox, 一般に認められた、定まった / (主義・主張・教義などが)正統な、まともな;伝統的な / 《O-》ギリシア正教会の;ユダヤ教正統派の,ɔ’:rθədɑ`ks
4978,dove, 『ハト』(pigeonのうち比較的小さいもの;平和の象徴とされる) / 《おもに米》(平和的な態度をとる)ハト派の人(政治家)  diveの過去形(=dived),dóuv
4979,gratification, 〈U〉(…を)喜ばせること、満足させること《+『of』+『名』》;(…する)喜び、満足[感]《+『of』do『ing』》 / 〈C〉(…に)満足(喜び)を与えるもの《+『to』+『名』》,græ`təfikéiʃən
4980,Sydney, シドニー(オーストリラア最大の都市;東海岸にある海港),sídni
4981,electricity, 『電気』;電流 / 電気学 / 極度の緊張(興奮),ilektrísəti
4982,alien, 『外国の』、異国の;外国人の、在留外国人の / 《補語にのみ用いて》(…と)性質の異なる《+『from』(『to』)+『名』》 / 《補語にのみ用いて》(…と)相いれない、(…に)反する《+『to』+『名』》 / 異常な / (ある国に在住する)外国人、在留外国人;(citizenと区別して帰化してない)外国人,éiljən
4983,sorely, 痛ましく(painfully) / 非常に、大いに(extremely),sɔ’:rli
4984,cracked, 砕けた、割れ目のはいった / (声が)かすれた;声変わりのした / 《話》ばかな、気が変になった,kræ’kt
4985,supremacy, 最高、至上 / 主権;支配権、覇権,səpréməsi
4986,summon, 《しばしば受動態で》(権威をもって)‘を’『呼び出す』、召喚する、召集する / 〈人〉‘に’裁判所出頭を命じる / 〈議会など〉‘を’召集する / 〈勇気・力など〉‘を’呼び起こす、奮起させる《+up+名、+名+up》,sʌ’mən
